-0.14794254	-0.23300996	0.01791766	-0.09170648	-0.22744355	-0.30221456	-0.071026854	0.17142047	0.13570318	-0.45792028	0.12557887	-0.13634755	0.31971675	-0.20695066	0.22573127	0.1588958
-0.1367031	-0.46155965	-0.045362413	-0.03411309	-0.24473335	-0.3616038	-0.33131245	0.11115304	0.18494119	-0.41231927	0.24977072	0.1457686	0.036968566	-0.15856886	0.23818937	0.094823115
0.075742126	0.04862899	-0.06785169	0.13514306	0.15971611	-0.22980137	-0.34683898	0.35139447	0.31935453	-0.4279787	-0.05150405	-0.030708995	0.4049424	-0.07816386	0.41187152	-0.15256414
0.0016731499	-0.026047606	-0.06775028	-0.2044391	-0.19835655	-0.20821865	-0.037017122	0.3577876	0.0592261	-0.41603124	-0.10029761	0.039350472	0.20579118	-0.026483601	0.06416836	0.25728905
0.26687533	0.18742764	-0.39161578	-0.18338083	-0.15632899	0.068121895	-0.22186732	0.21310765	0.2687706	-0.39866427	-0.25217694	-0.0047648638	0.37122107	0.17851612	0.13540477	0.18632431
0.2744417	0.40298158	-0.14246887	0.3946542	0.44567683	0.11308709	-0.3711606	0.34690878	0.4492472	-0.2695663	-0.08326195	-0.20085272	0.5520613	-0.09944036	0.5070286	-0.41611773
-0.16694795	-0.24955039	0.03169158	-0.072789684	-0.113650195	-0.2353072	-0.17039841	0.22992398	0.13900246	-0.38511923	0.099021055	0.14868791	-0.05542977	-0.11787879	0.10586443	0.05203481
-0.091331534	-0.085105106	-0.025565539	-0.03385272	-0.18888296	-0.27948236	-0.006046988	0.13941516	0.10012673	-0.39094704	0.10603355	-0.19486378	0.3219091	-0.106441885	0.25562808	0.107431434
0.14910173	0.438069	-0.20789436	-0.25928906	-0.1625295	0.22180937	0.40310842	0.36119333	-0.040501032	-0.3470523	-0.2395598	-0.44908223	0.58426934	0.11320917	0.14539133	0.31668574
-0.00737966	0.14917846	-0.034800664	-0.14135532	-0.03851313	-0.108331956	0.026381787	0.393554	0.0039756694	-0.38461316	-0.01589565	-0.15669125	0.29420838	-0.045581646	0.18135227	0.19306648
-0.437237	-0.31890288	0.35153505	0.072690114	-0.00028304453	-0.31678346	0.11308073	0.3665728	0.108297035	-0.39017963	0.26241007	0.06379359	0.10052353	-0.3070743	0.23928007	-0.052568953
-0.03747706	-0.07894794	-0.21907467	-0.12895447	-0.22955984	-0.16624416	0.059732083	0.07578902	-0.0693647	-0.3231973	0.0046755974	-0.20638323	0.23553237	-0.023615034	0.09192907	0.264853
0.30254993	0.27474698	-0.40132037	-0.36747107	-0.3251425	0.31757665	0.1786508	0.35608587	-0.34199658	-0.47302222	-0.41729695	-0.16156957	0.2065954	0.35701075	-0.3422192	0.4039351
-0.058458734	-0.35304588	-0.030535145	-0.21744412	-0.22354133	-0.26697364	-0.2497289	0.29569715	-0.030126845	-0.4208591	0.08809787	0.20902888	-0.2421478	-0.034532614	-0.050993863	0.21900223
0.13368256	-0.3590231	-0.253282	-0.24300984	-0.3782371	-0.1278777	-0.35364664	-0.078785464	-0.15598397	-0.28124857	-0.029042875	0.19501631	-0.2647084	0.07836131	-0.26187626	0.3030341
0.19496843	-0.18738386	-0.34506917	-0.34632063	-0.3621736	-0.033994645	-0.12500077	0.06699517	-0.24246152	-0.406286	-0.17910264	0.023144184	-0.06410562	0.16027284	-0.16956744	0.3896884
0.17913866	-0.0929356	-0.279084	-0.21747229	-0.2617204	-0.011665855	-0.1590502	0.14740196	-0.032657992	-0.36529866	-0.1269168	0.06685639	-0.0108362585	0.12193585	-0.07060419	0.23731118
0.057188965	-0.242257	-0.14008453	-0.22844629	-0.1346708	-0.14564377	-0.3463349	0.16885562	0.08150257	-0.3918296	-0.043486003	0.23886937	-0.13580582	0.09146201	-0.0005346603	0.12090239
0.28938174	0.28767234	-0.11834506	0.34530362	0.45904502	0.1177918	-0.51344186	0.50217265	0.44930068	-0.41967535	-0.18888256	0.31083465	0.4721823	0.14904468	0.4394579	-0.44478455
0.055234272	-0.33611667	-0.02279805	-0.31620714	-0.22862747	-0.09595827	-0.1268704	0.29254237	-0.21974108	-0.44094852	-0.11103601	0.27796566	-0.2854273	0.12458489	-0.22100285	0.33834222
0.0963559	0.020273231	-0.1314671	-0.2830658	-0.022211235	-0.01570355	-0.16273801	0.36129686	0.05098211	-0.4064693	-0.11479321	0.117652245	0.057442132	0.20625302	-0.023270873	0.15479727
0.06626244	0.2988858	-0.08684052	0.1469577	0.08730756	-0.016781766	0.11611438	0.1471507	0.2999249	-0.17319435	-0.0048025325	-0.40069395	0.57076	-0.1503753	0.38718507	-0.06704268
-0.23650408	-0.32213998	-0.0056383	0.08778421	-0.38298962	-0.24266715	0.10692756	-0.28728017	-0.1660649	-0.0056054173	0.23471133	-0.27858603	0.24283688	-0.19209127	0.17995447	0.20864677
-0.18689294	-0.14046794	0.14988703	0.13033754	0.009241958	-0.212946	-0.075608395	0.09375407	0.14748141	-0.28272146	0.20762573	-0.00066642626	0.17784326	-0.1712655	0.25362167	-0.09512152
0.032886494	-0.04042396	-0.1924726	-0.09297014	-0.15807284	-0.11038529	-0.12236304	0.052406598	0.10252003	-0.23128957	0.0011429857	-0.13735668	0.2264573	-0.09900639	0.1807336	0.11534083
